match_id,date,optimal_points,optimal_roster
1512771,2026-03-04,630.0,"FH Allen, TL Seifert, M Jansen, R Ravindra, CE McConchie, MJ Henry, D Brevis, T Stubbs, JDS Neesham, K Rabada, LH Ferguson"
335982,2008-04-18,630.0,"BB McCullum, SC Ganguly, AB Agarkar, AB Dinda, AA Noffke, JH Kallis, Z Khan, I Sharma, LR Shukla, P Kumar, RT Ponting"
1286686,2021-11-14,630.0,"R Pathan, Salman Nazar, NS Dhaliwal, Hamza Tariq, Saad Bin Zafar, D Ahir, D Heyliger, Junaid Siddiqui, RR Joshi, Irfan Hafejee, Mahmud Jasat"
1273755,2021-11-11,630.0,"Shadab Khan, Mohammad Rizwan, Fakhar Zaman, DA Warner, MS Wade, MA Starc, MP Stoinis, Babar Azam, MR Marsh, A Zampa, PJ Cummins"
1498689,2025-08-14,630.0,"S Bau, T Nightingale, A Nao, C Forshaw, IDA Damarell, Boio Ray, KV Morea, J Butler, J Kariko, A Vala, HGV Vare"
1529276,2026-04-23,629.0,"SV Samson, AJ Hosein, Ashwani Kumar, AM Ghazanfar, Noor Ahmad, Tilak Varma, SA Yadav, J Overton, D Brevis, RD Gaikwad, JJ Bumrah"
1519638,2026-02-01,629.0,"Mohammad Nawaz, Saim Ayub, Shadab Khan, Babar Azam, BJ Dwarshuis, Shaheen Shah Afridi, C Green, Khawaja Nafay, MP Kuhnemann, MW Short, MP Stoinis"
1499013,2025-08-22,629.0,"Rameez Khan, Avishka Iroshan, S Ramakrishnan, R Satheesan, D Ramani, S Davizi, V Saini, RM Magare, M Koli, Neeraj Mishra, Sazib Bhuiyan"
419151,2010-04-12,629.0,"RJ Harris, DW Steyn, RG Sharma, R Dravid, MD Mishra, Harmeet Singh, PP Ojha, RP Singh, RV Uthappa, A Symonds, R Vinay Kumar"
1496821,2025-08-08,629.0,"Aqib Iqbal, Bilal Zalmai, Karanbir Singh, Abdul Naser Baluch, Imal Zuwak, Khalid Zahid, A Dhabe, Umair Tariq, A Mundra, Zeeshan Goraya, Ziaurahman Shinwari"
1528300,2026-04-05,629.0,"J Martins, C Greenshields, R Hashu, D Norotam, C Roberts, Dawood Ahmadzai, Mohammad Khan Rafah, U Shantu, Zada Sher, Rahimgul Naseri, C Nunes"
419112,2010-03-16,629.0,"JH Kallis, MS Bisla, RS Bopara, RV Uthappa, MK Pandey, DPMD Jayawardene, Bipul Sharma, DW Steyn, P Kumar, PP Chawla, V Kohli"
1334415,2022-09-28,629.0,"CA Henry, SFM Devine, AC Kerr, AA Alleyne, ASS Fletcher, FC Jonas, HK Matthews, HM Rowe, SW Bates, HNK Jensen, K Ramharack"
734029,2014-05-22,629.0,"DA Warner, S Dhawan, KV Sharma, MS Dhoni, DJ Hussey, DR Smith, F du Plessis, SK Raina, JW Hastings, P Negi, RA Jadeja"
1399156,2023-10-04,629.0,"Kaleem Sana, Pargat Singh, N Dutta, H Thaker, AF Ifill, D Heyliger, C Wright, NR Kirton, NS Dhaliwal, ROC Dunka, M Manivannan"
1439900,2025-01-25,629.0,"BA Carse, Tilak Varma, JC Buttler, Washington Sundar, AR Patel, CV Varun, Abhishek Sharma, LS Livingstone, JC Archer, AU Rashid, Ravi Bishnoi"
1422139,2024-04-07,629.0,"Yash Thakur, KH Pandya, MP Stoinis, DG Nalkande, UT Yadav, N Pooran, KL Rahul, R Tewatia, B Sai Sudharsan, A Badoni, Ravi Bishnoi"
1082647,2017-05-16,629.0,"SN Thakur, Washington Sundar, MK Tiwary, AM Rahane, PA Patel, MS Dhoni, JJ Bumrah, MJ McClenaghan, SL Malinga, KV Sharma, JD Unadkat"
1384588,2023-07-12,629.0,"Usman Khan, E Mathew, Imran Ameer, G Mckeon, SM Warnakulasuriya, Dawood Ahmadzai, Rahmatullah Mangal, Waqas Ahmad, Noman Amjad, Fanyan Mughal, VP Thamotharam"
1424754,2024-03-17,629.0,"G Van Heerden, H Pieterse, L Botha, J Raubenheimer, JK Vifah, J Prodehl, G Bakiweyem, R Bakum, Devender Singh, M Joseph, R Baaleri"
1279383,2021-10-07,629.0,"Gurpratap Singh, MJ Ansell, Waqar Ali, Zeeshan Sarwar, NK Tiwari, A McAuley, N Knights, J Butler, CJ Langford, G Burrows, Tejwinder Singh"
1254067,2021-04-18,629.0,"AB de Villiers, GJ Maxwell, KA Jamieson, CV Varun, HV Patel, YS Chahal, AD Russell, EJG Morgan, PJ Cummins, Shubman Gill, RA Tripathi"
1321281,2022-07-24,629.0,"Shahil Momin, S Kushretha, Sahel Zadran, V Vijh, Aqib Iqbal, Iqbal Hossain, P Malav, TC Barker, Razmal Shigiwal, Atif Kamal, Habib Ahmadzai"
392239,2009-05-24,629.0,"A Kumble, A Symonds, PP Ojha, HH Gibbs, R Vinay Kumar, Harmeet Singh, RE van der Merwe, LRPL Taylor, RJ Harris, RG Sharma, RP Singh"
523735,2011-09-16,629.0,"Mohammad Hafeez, CJ Chibhabha, Asad Shafiq, Aizaz Cheema, Sohail Khan, RW Price, CK Coventry, Sohail Tanvir, Umar Akmal, KM Jarvis, Rameez Raja (2)"
501271,2011-05-28,629.0,"M Vijay, MEK Hussey, R Ashwin, SS Tiwary, CH Gayle, S Aravind, SB Jakati, V Kohli, SK Raina, DJ Bravo, MS Dhoni"
548312,2012-04-08,628.0,"B Lee, KK Cooper, MK Tiwary, BJ Hodge, R Bhatia, A Singh, AA Chavan, AL Menaria, SK Trivedi, OA Shah, R Dravid"
1492825,2025-09-07,628.0,"K Mishara, MADI Hemantha, T Marumani, MDKJ Perera, Sikandar Raza, M Pathirana, PVD Chameera, P Nissanka, BKG Mendis, RP Burl, SC Williams"
1472526,2025-08-02,628.0,"JO Holder, G Motie, Mohammad Nawaz, Hassan Nawaz, Saim Ayub, Sufiyan Muqeem, Agha Salman, RL Chase, S Joseph, Shaheen Shah Afridi, AJ Hosein"
1089203,2017-04-14,628.0,"Shaiman Anwar, Mohammad Naveed, Amjad Javed, Imran Haider, N Vanua, JNT Vare, S Bau, L Siaka, Rameez Shahzad, Rohan Mustafa, TP Ura"
951333,2016-03-16,628.0,"Shahid Afridi, Mohammad Hafeez, Ahmed Shehzad, Shakib Al Hasan, Sabbir Rahman, Arafat Sunny, Mohammad Amir, Taskin Ahmed, Sharjeel Khan, Tamim Iqbal, Imad Wasim"
1298164,2022-10-30,628.0,"L Ngidi, SA Yadav, WD Parnell, DA Miller, AK Markram, Arshdeep Singh, A Nortje, R Ashwin, HH Pandya, Mohammed Shami, RG Sharma"
1335786,2022-10-01,628.0,"JI Rodrigues, D Hemalatha, OU Ranasinghe, RP Yadav, DB Sharma, P Vastrakar, H Kaur, GWHM Perera, H Madavi, BMSM Kumari, WGAKK Kulasuriya"
1494100,2025-07-24,628.0,"D Visser, Ahmed Faiz, Virandeep Singh, CK Jasmat, M Syahadat Ramli, KAB Hynam-Nyberg, SF Tiai, SJ French, Muhammad Amir, F Suluoto, Syed Aziz"
1299579,2022-02-22,628.0,"P Kurup, HER Tyler, Haider Butt, Junaid Aziz, Shahbaz Badar, DC Smith, Imran Anwar, Sarfaraz Ali, Sikder Billah, MP Biddappa, G Chohan"
1519138,2026-01-26,628.0,"G Stewart, CJPF Kalugamage, MR Adair, JT Smuts, PR Stirling, MJ Humphreys, WL Madsen, HJ Manenti, BF Calitz, GH Dockrell, CA Young"
392224,2009-05-14,628.0,"P Kumar, ML Hayden, JA Morkel, R Vinay Kumar, LRPL Taylor, JDP Oram, A Kumble, JH Kallis, L Balaji, V Kohli, M Muralitharan"
623572,2013-05-12,628.0,"Shakib Al Hasan, Shafiul Islam, Tamim Iqbal, Abdur Razzak, P Utseya, BV Vitori, V Sibanda, Sikandar Raza, Nasir Hossain, H Masakadza, T Panyangara"
1494094,2025-07-20,628.0,"Anshuman Rath, Babar Hayat, H Venkataram, SH Venugopal, Yasim Murtaza, Aman Desai, A Shukla, Manpreet Singh, AR Puri, Kabir Berlia, Waqas Barkat"
1543375,2026-07-13,628.0,"HAM Shah, Kasir Ahmed, S Heath, SA Ahmad, Abdullah Mahmood, Lucky Ali, V Ravindran, S Thanikaithasan, Ali Nawaz, Musa Shaheen, Kamran Wahid"
1446766,2024-08-28,628.0,"Harmeet Singh, A Dutt, K Klein, Jasdeep Singh, AGS Gous, MP O'Dowd, DT Doram, R Klein, SR Mukkamalla, PA van Meekeren, SC van Schalkwyk"
1349132,2022-12-18,628.0,"C Kyewuta, YM Nkanya, AP Rajeevan, RG Mukasa, F Nsubuga, S Thakor, AM Kimote, J Miyaji, M Yunusu Issa, H Ssenyondo, J Baguma"
1432423,2024-10-03,628.0,"Fatima Sana, AC Jayangani, Sadia Iqbal, KDU Prabodhani, BMSM Kumari, Umaima Sohail, Nashra Sandhu, WK Dilhari, Nida Dar, NND de Silva, RMVD Gunaratne"
1263712,2021-05-23,628.0,"Razmal Shigiwal, V Vijh, M Simpson-Parker, WJ Cope, J Mees, J Barker, Bilal Zalmai, Sahel Zadran, Aqib Iqbal, Atif Kamal, LP Kasturiarachchige"
548376,2012-05-20,628.0,"JP Duminy, R Vinay Kumar, A Ashish Reddy, DW Steyn, V Kohli, A Mishra, Z Khan, CH Gayle, SS Tiwary, M Muralitharan, P Parameswaran"
1251953,2021-07-19,628.0,"T Shamsi, MR Adair, J Little, GF Linde, Simi Singh, L Ngidi, AK Markram, K Rabada, HT Tector, BJ McCarthy, DA Miller"
829709,2015-04-10,628.0,"JP Faulkner, Anureet Singh, TG Southee, AR Patel, MG Johnson, DJ Hooda, M Vijay, SPD Smith, STR Binny, DA Miller, GJ Bailey"
335995,2008-04-27,628.0,"SM Katich, IK Pathan, VRV Singh, Yuvraj Singh, Mohammad Asif, MK Tiwary, Shoaib Malik, R Bhatia, KD Karthik, VY Mahesh, B Lee"
1527158,2026-03-08,628.0,"S Muniandy, Imran Khan, Muhammad Salman, Sohail Ahmed, Syed Aziz, Rizwan Butt, P Kurup, Virandeep Singh, Shujaat Rasool, Ali Dawood, Azri Azhar"
1529147,2026-04-18,627.0,"HG Munsey, JN Frylinck, JJ Davidson, MG Erasmus, MRJ Watt, W Smith, L Steenkamp, FDW McCreath, MH Cross, JT Brassell, M Heingo"
1475528,2025-03-13,627.0,"Syed Aziz, S Vijay Unni, Ali Dawood, Sohail Ahmed, Imran Anwar, Pavandeep Singh, Abdul Majid Abbasi, Junaid Aziz, Imran Khan, Asif Ali, Muhammad Wafiq"
392181,2009-04-18,627.0,"ST Jayasuriya, SL Malinga, SR Tendulkar, JDP Oram, ML Hayden, A Flintoff, AM Nayar, MS Gony, MS Dhoni, Joginder Sharma, DJ Bravo"
1317904,2022-08-01,627.0,"OC McCoy, BA King, HH Pandya, RA Jadeja, JO Holder, DC Thomas, R Ashwin, Avesh Khan, RR Pant, Arshdeep Singh, AJ Hosein"
419159,2010-04-18,627.0,"SE Marsh, SK Raina, MS Dhoni, S Badrinath, IK Pathan, RR Powar, KC Sangakkara, JA Morkel, DPMD Jayawardene, J Theron, PP Chawla"
1529277,2026-04-24,627.0,"B Sai Sudharsan, V Kohli, D Padikkal, JO Holder, Rashid Khan, Shubman Gill, KH Pandya, JC Buttler, Washington Sundar, B Kumar, JR Hazlewood"
1485941,2025-06-19,627.0,"M Levitt, RE van der Merwe, K Bhurtel, DS Airee, Aarif Sheikh, Karan KC, A Dutt, B Sharki, ZB Lion-Cachet, BE Fletcher, LN Rajbanshi"
1216534,2020-09-21,627.0,"S Dube, JM Bairstow, YS Chahal, D Padikkal, AB de Villiers, B Kumar, Navdeep Saini, MK Pandey, AJ Finch, Abhishek Sharma, T Natarajan"
419132,2010-03-30,627.0,"SL Malinga, RS Bopara, Z Khan, SE Marsh, S Dhawan, PP Chawla, IK Pathan, SS Tiwary, DJ Bravo, Harbhajan Singh, KA Pollard"
1136609,2018-05-15,627.0,"Kuldeep Yadav, BA Stokes, AD Russell, CA Lynn, JC Buttler, KD Karthik, SP Narine, M Prasidh Krishna, RA Tripathi, JD Unadkat, IS Sodhi"
1539468,2026-06-13,627.0,"MB Tambe, VS Padhaal, Ahmadullah Shinwari, NM Salonen, Faisal Raza, Amjad Sher, Chaudhary Akram, Farmanullah Ghari, Faheem Nellancheri, Qamar Mushtaque, M Shahbaz Butt"
1512756,2026-02-19,627.0,"P Nissanka, BJ Bennett, Sikandar Raza, P Rathnayake, RP Burl, AG Cremer, B Evans, B Muzarabani, MADI Hemantha, T Marumani, DN Wellalage"
1370791,2023-05-21,627.0,"Prashant Shukla, Amjad Sher, PF Gallagher, Raaz Mohammad, Zaker Taqawi, Abdul Naser Baluch, Khalid Zahid, MB Tambe, AK Mohan, Saeed Ahmed, Samiullah Rahmani"
1233959,2020-12-18,627.0,"JA Duffy, Haris Rauf, SC Kuggeleijn, TL Seifert, Shaheen Shah Afridi, Shadab Khan, MS Chapman, Faheem Ashraf, GD Phillips, BM Tickner, IS Sodhi"
336023,2008-05-17,627.0,"R Dravid, GC Smith, SK Warne, Sohail Tanvir, SA Asnodkar, SR Watson, MM Patel, A Kumble, SK Trivedi, JH Kallis, DT Patil"
1478913,2026-02-19,627.0,"G Voll, A Gardner, BL Mooney, A Reddy, A Sutherland, KJ Garth, N Shree Charani, S Molineux, H Kaur, S Mandhana, Shafali Verma"
1422804,2024-03-01,627.0,"H Rathod, Dhananjay Rao, Aizaz Khan, A Shukla, Ehsan Khan, Gayan Munaweera, MM Baig, Babar Hayat, M Coetzee, Yasim Murtaza, Zeeshan Ali"
1490479,2025-07-11,627.0,"H Carlyon, MRJ Watt, B Ward, NA Greenwood, CN Greaves, BJ Currie, MH Cross, SM Sharif, MA Leask, J Sumerauer, CW Perchard"
1317150,2022-07-03,627.0,"Shakib Al Hasan, R Powell, BA King, R Shepherd, OC McCoy, Shoriful Islam, Afif Hossain, N Pooran, Mosaddek Hossain, OF Smith, Mahedi Hasan"
1532643,2026-05-10,627.0,"SM Nash, D Visser, SM Solia, Huzaifa Mohammed, ASF Sirah, S Sola, SJ French, CK Jasmat, A Donovan, J Tuffin, SF Tiai"
1136572,2018-04-15,627.0,"MS Dhoni, CH Gayle, AT Rayudu, AJ Tye, KL Rahul, Imran Tahir, SN Thakur, MA Agarwal, R Ashwin, KK Nair, SR Watson"
392209,2009-05-04,627.0,"SB Jakati, MS Dhoni, DR Smith, SK Raina, ML Hayden, JA Morkel, M Muralitharan, TL Suman, M Vijay, RP Singh, Shoaib Ahmed"
1275047,2021-09-15,626.0,"JO Adedeji, H Ssenyondo, Riazat Ali Shah, Saud Islam, G Mubiru, P Useni, RA Abolarin, Mustapha Yusuf, F Achelam, Mohameed Taiwo, RB Patel"
1381221,2023-08-13,626.0,"BA King, R Shepherd, SA Yadav, Tilak Varma, N Pooran, AJ Hosein, JO Holder, Arshdeep Singh, SD Hope, RL Chase, AR Patel"
419148,2010-04-10,626.0,"R Vinay Kumar, JH Kallis, RV Uthappa, R Dravid, BB McCullum, CH Gayle, AB Dinda, SC Ganguly, S Sriram, AD Mathews, A Kumble"
1513100,2025-12-11,626.0,"Ali Dawood, Asif Ali, RM Dorji, Tshering Tashi, Fiaz Ahmed, Imran Anwar, P Kurup, T Wangchuk, Namgay Thinley, J Singye, Ahmer Bin Nisar"
419145,2010-04-08,626.0,"A Symonds, TL Suman, JH Kallis, V Kohli, PP Ojha, RJ Harris, AC Gilchrist, R Dravid, A Kumble, MR Marsh, P Kumar"
1344794,2022-11-21,626.0,"Imran Anwar, Saad Khan, Ahmer Bin Nisar, S Veerapathiran, Usman Najeeb, Hisham Sheikh, Rizwan Butt, Haseeb Ghafoor, Atif-Ur-Rehman, Zain Ul Abidin, Abdul Waheed"
1527680,2026-04-03,626.0,"A Mhatre, SS Iyer, Priyansh Arya, S Dube, P Simran Singh, A Kamboj, C Connolly, MJ Henry, SN Khan, Vijaykumar Vyshak, RD Gaikwad"
501220,2011-04-21,626.0,"SR Watson, SE Marsh, SW Tait, PC Valthaty, BA Bhatt, P Kumar, AL Menaria, AC Gilchrist, STR Binny, SK Warne, PP Chawla"
392229,2009-05-17,626.0,"Yuvraj Singh, RP Singh, A Symonds, IK Pathan, KC Sangakkara, RG Sharma, RR Powar, AC Gilchrist, HH Gibbs, B Lee, TL Suman"
980905,2016-04-11,626.0,"DJ Bravo, AJ Finch, MP Stoinis, KD Karthik, RA Jadeja, M Vohra, M Vijay, MG Johnson, SK Raina, P Sahu, Sandeep Sharma"
335999,2008-05-01,626.0,"PP Chawla, SE Marsh, RG Sharma, DPMD Jayawardene, VVS Laxman, IK Pathan, D Kalyankrishna, SB Bangar, DNT Zoysa, Gagandeep Singh, S Sreesanth"
1448360,2025-09-17,626.0,"PD Salt, HT Tector, L Tucker, GI Hume, MJ Humphreys, PR Stirling, JC Buttler, SM Curran, GR Adair, JG Bethell, J Overton"
1534590,2026-05-08,626.0,"A Dowling, Irfan Ringku, P Mishra, Isa Zaroo, Jakob Gul, V Saini, J Khadka, K Krishnakumar, Dilum Fernando, T Sandaruwan, Firas Hussain"
1304079,2022-04-21,626.0,"DR Sams, Mukesh Choudhary, JD Unadkat, Tilak Varma, AT Rayudu, DJ Bravo, SA Yadav, RV Uthappa, MS Dhoni, MJ Santner, D Pretorius"
1450462,2024-09-10,626.0,"Q Abel, E Wachira, MD Bimenyimana, A Ikuzwe, MI Khagoitsa, Rosine Irera, V Ooko, B Murekatete, R Shimwamana, AW Wambua, C Uwase"
1425124,2024-04-12,626.0,"Harmeet Singh, SR Taylor, DS Bajwa, D Heyliger, H Thaker, Saad Bin Zafar, NR Kirton, CJ Anderson, Jasdeep Singh, U Bhagwan, SC van Schalkwyk"
895821,2016-01-31,626.0,"SR Watson, RG Sharma, SK Raina, V Kohli, CJ Boyce, Yuvraj Singh, S Dhawan, TM Head, A Nehra, JJ Bumrah, R Ashwin"
1273713,2021-10-17,626.0,"CN Greaves, Mahedi Hasan, BTJ Wheal, Shakib Al Hasan, Mustafizur Rahman, MRJ Watt, Mushfiqur Rahim, HG Munsey, JH Davey, Mohammad Saifuddin, Mahmudullah"
1275122,2021-09-14,626.0,"FO Kibasu, MH Ushanga, SF Jerome, M Pascal, S Mtae, PZ Kamunya, MI Shakim, D Dlamini, Ntombizonke MKhatshwa, N Gwebu, M May"
1453518,2024-10-17,626.0,"DS Airee, Jasdeep Singh, Shayan Jahangir, RK Paudel, Harmeet Singh, SN Netravalkar, AGS Gous, Gulsan Jha, AK Sah, Aasif Sheikh, S Dhakal"
1136561,2018-04-07,626.0,"HH Pandya, DJ Bravo, M Markande, SR Watson, KH Pandya, SA Yadav, Ishan Kishan, KM Jadhav, Imran Tahir, AT Rayudu, Mustafizur Rahman"
1443786,2024-08-28,626.0,"C Rumistrzewicz, NM Salonen, Yasir Ali, Hamza Dar, Mohammad Ihsan, Ziaur Rehman, Ghulam Abbas Butt, Akhil Arjunan, MB Tambe, Raaz Mohammad, Raja Adeel"
1229823,2020-08-30,626.0,"WJ Cope, J Mees, V Vijh, Khalid Ahmadi, Saber Zakhil, M Cope, Wahidullah Usmani, Shaheryar Butt, Sazzad Hosen, Ashiqullah Said, M Dixit"
1082614,2017-04-22,626.0,"CH Morris, K Rabada, MJ McClenaghan, PJ Cummins, HH Pandya, A Mishra, JJ Bumrah, JC Buttler, MG Johnson, KA Pollard, KH Pandya"
829777,2015-05-03,626.0,"AM Rahane, KK Nair, JP Duminy, JP Faulkner, DS Kulkarni, SR Watson, STR Binny, AD Mathews, SS Tiwary, NM Coulter-Nile, Yuvraj Singh"
1321465,2022-07-11,626.0,"Sikandar Raza, Janak Prakash, TL Chatara, SC Williams, U Aryaman Sunil, CR Ervine, B Muzarabani, RW Chakabva, M Shumba, A Krishna, RP Burl"
1343757,2022-11-22,626.0,"A Yon, Waseem Yaqoob, S Crowie, YYM Jakda, A Langham, TD Chaoana, BK Stroud, G Johnson, LM Gabriel, Maaz Khan, C Tlali"
1494113,2025-07-26,625.0,"Ethan D'Souza, Haider Ali, Muhammad Zohaib, AA Jimoh, Sulaimon Runsewe, P Aho, D Parashar, DNA Ankrah, A Sharma, SA Okpe, Asif Khan"
1447550,2024-08-24,625.0,"J Hicks, L Barnett, M Syrioti, C Henery, C Perry, K Carney, A Savvani, F Martin, M Vervitsioti, A Argyropoulou, S Georgota"
1199499,2019-10-18,625.0,"Amjad Mahboob, S Vijayakumar, S Chandramohan, HG Munsey, CS MacLeod, SM Sharif, JH Davey, Sidhant Singh, Aritra Dutta, KJ Coetzer, Janak Prakash"
1548891,2026-08-28,625.0,"MBA Lamplough, KY Chan, M Wai Siu, O Kamchomphu, P Maya, N Chaiwai, Y Daswani, N Koncharoenkai, S Laomi, T Putthawong, SYD Chan"
1254114,2021-10-10,625.0,"RD Gaikwad, PP Shaw, RV Uthappa, TK Curran, RR Pant, JR Hazlewood, SO Hetmyer, MM Ali, A Nortje, Avesh Khan, DJ Bravo"
1254102,2021-10-01,625.0,"VR Iyer, KL Rahul, Arshdeep Singh, MA Agarwal, CV Varun, Mohammed Shami, Ravi Bishnoi, N Rana, RA Tripathi, SP Narine, M Shahrukh Khan"
829725,2015-04-15,625.0,"MA Agarwal, Imran Tahir, Yuvraj Singh, JP Duminy, AR Patel, V Sehwag, Anureet Singh, WP Saha, AD Mathews, GJ Bailey, A Mishra"
1539741,2026-06-20,625.0,"J Taanyanda, JC Balt, JT Brassell, MG Erasmus, Mohameed Taiwo, I Danladi, W Smith, JJ Smit, JN Frylinck, Selim Salau, CM Akachukwu"
1421080,2024-03-14,625.0,"MRJ Watt, BJ Currie, J Jarvis, Akif Raja, Aayan Afzal Khan, Omid Shafi Rahman, Basil Hameed, CN Greaves, HG Munsey, C Tear, MA Leask"
1408103,2023-12-07,625.0,"Sikandar Raza, R Ngarava, CA Young, MR Adair, B Muzarabani, BJ McCarthy, J Little, A Balbirnie, GJ Delany, C Madande, SC Williams"
1439826,2024-07-11,625.0,"Abdullah Rana, Ali Nayyer, V Zimonjic, Faheem Nazir, MV Pavlovic, Luka Woods, S Tosic, Arjun Vinod, Idrees Ul Haque, P Nedeljkovic, Ashwin Vinod"
501208,2011-04-14,625.0,"V Kohli, B Chipli, DW Steyn, MS Gony, Z Khan, S Sohal, KC Sangakkara, CA Pujara, JP Duminy, R Ninan, JJ van der Wath"
403386,2009-09-04,625.0,"KC Sangakkara, SE Bond, JD Ryder, BB McCullum, ST Jayasuriya, DPMD Jayawardene, KD Mills, NL McCullum, JDP Oram, MJ Guptill, BAW Mendis"
287853,2007-09-11,625.0,"CH Gayle, HH Gibbs, JM Kemp, JJ van der Wath, VD Philander, DS Smith, GC Smith, FH Edwards, M Morkel, R Rampaul, SM Pollock"
1502164,2025-09-15,625.0,"BJ Bennett, Sikandar Raza, T Marumani, R Trumpelmann, A Busing-Volschenk, JN Loftie-Eaton, B Muzarabani, ZE Green, MG Erasmus, RP Burl, JN Frylinck"
1502759,2025-10-04,625.0,"N Hirani, DM Gondaria, Vraj Patel, A Augastin, LS Barkania, AP Rajeevan, S Selvaraj, Arun Yadav, S Gill, K Juma, N Mugabe"
980919,2016-04-17,625.0,"MM Sharma, F du Plessis, M Ashwin, M Vijay, M Vohra, Sandeep Sharma, GJ Maxwell, SPD Smith, Ankit Sharma, KJ Abbott, KP Pietersen"
1468403,2025-01-29,625.0,"Q Joseph, HK Matthews, Fahima Khatun, DJS Dottin, ASS Fletcher, CS Fraser, Rabeya Khan, Shorna Akter, J Glasgow, Z James, S Gajnabi"
661695,2014-01-11,625.0,"NL McCullum, BB McCullum, JDS Neesham, TL Best, L Ronchi, NO Miller, C Munro, MJ Guptill, JD Ryder, ADS Fletcher, AF Milne"
412682,2010-05-02,625.0,"SK Raina, JH Kallis, YK Pathan, RK Kleinveldt, AB de Villiers, Yuvraj Singh, GC Smith, JA Morkel, A Nehra, DW Steyn, PP Chawla"
1434160,2024-05-25,625.0,"S Bodha, L Bruce, A Rajshekara, R Athapaththu, C Pyle, M Koli, Taranjeet Singh, V Saini, A Reyes, S Nadigotla, JA Fitzgerald"
1441145,2024-07-05,624.0,"N Mugabe, RR Patel, E Kubwimana, F Mutua, S Singh, Vraj Patel, SO Ngoche, M Akayezu, Hamza Khan, D Ndikubwimana, Yves Cyusa"
1444947,2024-08-02,624.0,"Yasir Ali, A Chaubey, Saghar Manzoor, Hamza Dar, A Maheshwari, J Danikula, A Sathyan, C Munoz-Mills, LA Burns, Mohammad Atif, Mohammad Ihsan"
1470189,2025-02-04,624.0,"Sheikh Rasik, DR Patankar, Washeem Abbas, Zeeshan Kukikhel, JN du Plooy, Abbas Ghani, Sobu George, VP Thamotharam, Amal Jacob, D Marks, MP Ainsworth"
1298142,2022-10-19,624.0,"AS Joseph, Sikandar Raza, JO Holder, J Charles, B Muzarabani, SC Williams, AJ Hosein, LM Jongwe, W Madhevere, R Powell, OF Smith"
1535594,2026-06-02,624.0,"Ritu Moni, KE Bryce, S Mostary, Nigar Sultana, MG Maceira, Marufa Akter, Sanjida Akter Meghla, SJ Bryce, KL Gordon, K Fraser, Rabeya Khan"
1495656,2025-07-25,624.0,"Muhammad Saqlain, Milad Momend, Muhammad Burhan, G Venkateswaran, Kamal Soukhiya, Sadat Said, Muhammad Usman, A Prashar, V Ravindran, MP Ainsworth, Sareer Shah"
1199534,2019-10-26,624.0,"CN Ackermann, PA van Meekeren, BN Cooper, MP O'Dowd, KS Leverock, PM Seelaar, RE van der Merwe, DMW Rawlins, RN ten Doeschate, AC Douglas, RJ Trott"
1393315,2023-08-25,624.0,"Z Bimenyimana, Shaik Basha, M Yunusu Issa, AM Kimote, S Thakor, K Irakoze, W Niyitanga, E Rukiriza, E Sebareme, M Akayezu, C Rububagumya"
829723,2015-04-30,624.0,"AD Russell, GB Hogg, RV Uthappa, P Negi, BB McCullum, DJ Bravo, F du Plessis, RA Jadeja, RG More, MM Sharma, PJ Cummins"
501212,2011-04-16,624.0,"PC Valthaty, AC Gilchrist, S Dhawan, A Mishra, R McLaren, DT Christian, KC Sangakkara, PP Chawla, RJ Harris, JP Duminy, B Chipli"
1254076,2021-04-25,624.0,"RA Jadeja, HV Patel, Imran Tahir, F du Plessis, D Padikkal, RD Gaikwad, SK Raina, GJ Maxwell, YS Chahal, DJ Bravo, SM Curran"
1359540,2023-05-19,624.0,"SM Curran, Navdeep Saini, D Padikkal, YBK Jaiswal, SO Hetmyer, JM Sharma, M Shahrukh Khan, K Rabada, R Parag, Atharva Taide, TA Boult"
1448401,2025-07-12,624.0,"Shafali Verma, CE Dean, DN Wyatt, A Reddy, DB Sharma, SIR Dunkley, S Ecclestone, TT Beaumont, RP Yadav, RM Ghosh, EL Arlott"
1533391,2026-05-02,624.0,"DJ Hawoe, Amir Khan, DGAPD Wiswi, Virandeep Singh, Syed Aziz, IK Gamantika, Ahmed Aqeel, GA Priandana, Anjar Tadarus, Adeshlie Alias, F Banunaek"
682923,2014-03-22,624.0,"Imran Tahir, MDKJ Perera, SL Malinga, AD Mathews, SMSM Senanayake, DW Steyn, JP Duminy, M Morkel, KMDN Kulasekara, Q de Kock, AB de Villiers"
1527255,2026-04-22,624.0,"L Wolvaardt, H Kaur, S Luus, Shafali Verma, N Mlaba, S Mandhana, RM Ghosh, N de Klerk, SR Patil, TS Sekhukhune, T Brits"
951347,2016-03-21,624.0,"Shakib Al Hasan, A Zampa, SR Watson, UT Khawaja, Mahmudullah, Mustafizur Rahman, Shuvagata Hom, GJ Maxwell, Mohammad Mithun, Al-Amin Hossain, DA Warner"
1496825,2025-08-10,624.0,"Khalid Zahid, Dawood Ahmadzai, Imal Zuwak, Zain Ahmad, Samiullah Rahmani, Zaheer Zahiri, Ihsanullah Wafa, SK Gedara, Awais Ahmad, C Roberts, Jamshid Nasiri"
