player_name,batting_proj,total_runs,batting_strike_rate,bowling_proj,wickets_taken,economy_rate,projected_fantasy_points,role,credits
Q Joseph,140.76,138.0,105.34351145038168,73.99284,3.0,6.985074626865672,214.75284,BAT,8.5
Qanita Jalil,34.68,34.0,100.0,51.70584,2.0,4.849315068493151,86.38584,BOWL,8.5
R Padunglerd,9.18,9.0,128.57142857142858,51.70584,2.0,7.25,60.88584,BOWL,8.5
R Rijke,30.6,30.0,78.94736842105263,0.0,0.0,8.5,30.6,BAT,8.5
R Slater,26.52,16.0,133.33333333333331,185.42784,8.0,7.207792207792208,211.94784,BOWL,8.5
R Stokell,40.8,40.0,85.1063829787234,0.0,0.0,0.0,40.8,BAT,8.5
RA Lewis,1.02,1.0,25.0,22.287000000000003,1.0,8.210526315789474,23.307000000000002,BOWL,8.5
RA Mair,6.12,6.0,85.71428571428571,319.14984,14.0,5.4140625,325.26984,BOWL,8.5
RH Priest,246.84,242.0,102.54237288135592,0.0,0.0,0.0,246.84,BAT,8.5
RL Grundy,2.04,2.0,66.66666666666666,140.85384000000002,6.0,4.666666666666667,142.89384,BOWL,8.5
RL Haynes,172.38,169.0,124.26470588235294,0.0,0.0,0.0,172.38,BAT,8.5
RM Farrell,2.04,2.0,100.0,230.00184,10.0,6.497409326424871,232.04183999999998,BOWL,8.5
RM Ghosh,272.34000000000003,267.0,116.5938864628821,0.0,0.0,0.0,272.34000000000003,BAT,8.5
RMVD Gunaratne,114.24000000000001,112.0,62.92134831460674,0.0,0.0,0.0,114.24000000000001,BAT,8.5
RP Yadav,21.42,21.0,105.0,519.73284,23.0,6.2926829268292686,541.15284,BOWL,8.5
RS Gayakwad,1.02,1.0,33.33333333333333,163.14084,7.0,6.347490347490348,164.16084,BOWL,8.5
RS Vandort,2.04,2.0,50.0,0.0,0.0,0.0,2.04,BAT,8.5
RS Williams,49.980000000000004,49.0,87.5,0.0,0.0,0.0,49.980000000000004,BAT,8.5
Rabeya Khan,18.36,18.0,90.0,118.56684000000001,5.0,5.472527472527473,136.92684000000003,BOWL,8.5
Rameen Shamim,10.2,10.0,50.0,66.861,3.0,9.3,77.061,BOWL,8.5
Renuka Singh,1.02,1.0,50.0,386.01084000000003,17.0,5.4461538461538455,387.03084,BOWL,8.5
Ritu Moni,89.76,88.0,58.66666666666666,363.72384,16.0,6.0,453.48384,BOWL,8.5
Rumana Ahmed,211.14000000000001,207.0,90.39301310043668,452.87184,20.0,6.131868131868132,664.01184,AR,8.5
S Asha,6.12,6.0,60.0,118.56684000000001,5.0,5.416666666666667,124.68684000000002,BOWL,8.5
S Ecclestone,48.96,38.0,146.15384615384613,965.47284,43.0,4.55,1014.43284,BOWL,8.5
S Gajnabi,43.86,43.0,113.1578947368421,0.0,0.0,10.0,43.86,BAT,8.5
S Glenn,9.18,9.0,112.5,363.72384,16.0,5.358620689655172,372.90384,BOWL,8.5
S Hector,0.0,0.0,0.0,0.0,0.0,9.0,0.0,BAT,8.5
S Horley,38.76,38.0,64.40677966101694,73.99284,3.0,6.5,112.75283999999999,BOWL,8.5
S Ismail,23.46,23.0,63.888888888888886,809.46384,36.0,5.371727748691099,832.92384,BOWL,8.5
S Jafta,44.88,44.0,122.22222222222224,0.0,0.0,0.0,44.88,BAT,8.5
S Khurana,37.74,37.0,100.0,0.0,0.0,0.0,37.74,BAT,8.5
S Laomi,10.2,10.0,90.9090909090909,29.41884,1.0,6.41095890410959,39.61884,BOWL,8.5
S Lateh,3.06,3.0,60.0,51.70584,2.0,5.888888888888889,54.765840000000004,BOWL,8.5
S Loubser,1.02,1.0,33.33333333333333,7.13184,0.0,6.0,8.15184,BOWL,8.5
S Luus,267.24,262.0,110.08403361344538,363.72384,16.0,5.361111111111111,630.96384,AR,8.5
S Mandhana,743.58,729.0,115.1658767772512,0.0,0.0,0.0,743.58,BAT,8.5
S Molineux,40.8,30.0,136.36363636363637,586.59384,26.0,5.889400921658987,627.39384,BOWL,8.5
S Mostary,308.04,302.0,79.8941798941799,0.0,0.0,0.0,308.04,BAT,8.5
S Nisansala,3.06,3.0,42.85714285714285,29.41884,1.0,5.76,32.47884,BOWL,8.5
S Pandey,82.62,81.0,81.0,341.43684,15.0,6.026905829596413,424.05684,BOWL,8.5
S Rana,11.22,11.0,110.0,7.13184,0.0,7.153846153846154,18.351840000000003,BAT,8.5
S Rani,65.28,64.0,74.4186046511628,0.0,0.0,0.0,65.28,BAT,8.5
S Sajana,14.280000000000001,4.0,400.0,0.0,0.0,0.0,14.280000000000001,BAT,8.5
S Sandeepani,0.0,0.0,0.0,0.0,0.0,11.0,0.0,BAT,8.5
S Sharma,3.06,3.0,75.0,140.85384000000002,6.0,4.524590163934427,143.91384000000002,BOWL,8.5
S Siegers,11.22,11.0,100.0,44.574000000000005,2.0,9.875,55.794000000000004,BOWL,8.5
S Tippoch,3.06,3.0,13.043478260869565,0.0,0.0,9.428571428571429,3.06,BAT,8.5
S Verma,1.02,1.0,50.0,0.0,0.0,0.0,1.02,BAT,8.5
SA Campbelle,504.90000000000003,495.0,95.1923076923077,7.13184,0.0,4.5,512.03184,BAT,8.5
SA Fritz,16.32,6.0,200.0,0.0,0.0,0.0,16.32,BAT,8.5
SACA King,116.28,114.0,112.87128712871286,0.0,0.0,9.0,116.28,BAT,8.5
SC Selman,6.12,6.0,50.0,296.86284,13.0,5.228571428571429,302.98284,BOWL,8.5
SF Daley,0.0,0.0,0.0,118.56684000000001,5.0,6.838709677419355,118.56684000000001,BOWL,8.5
SFM Devine,672.1800000000001,659.0,112.2657580919932,542.01984,24.0,6.176,1214.1998400000002,AR,8.5
SIP Fernando,5.1,5.0,71.42857142857143,29.41884,1.0,5.376623376623376,34.51884,BOWL,8.5
SIR Dunkley,247.86,233.0,131.63841807909606,0.0,0.0,0.0,247.86,BAT,8.5
SJ Bryce,246.84,242.0,106.6079295154185,0.0,0.0,0.0,246.84,BAT,8.5
SJ Coyte,19.38,9.0,150.0,207.71484,9.0,4.4,227.09484,BOWL,8.5
SJ McGlashan,172.38,169.0,109.74025974025976,0.0,0.0,0.0,172.38,BAT,8.5
SJ Taylor,195.84,192.0,89.7196261682243,0.0,0.0,0.0,195.84,BAT,8.5
SK Naidu,11.22,11.0,40.74074074074074,51.70584,2.0,4.588235294117647,62.92584,BOWL,8.5
SL Kalis,106.08,104.0,91.2280701754386,0.0,0.0,0.0,106.08,BAT,8.5
SL Quintyne,48.96,48.0,78.68852459016394,274.57584,12.0,4.75977653631285,323.53584,BOWL,8.5
SM Kavanagh,20.4,20.0,90.9090909090909,0.0,0.0,0.0,20.4,BAT,8.5
SR Patil,8.16,8.0,50.0,140.85384000000002,6.0,5.454545454545455,149.01384000000002,BOWL,8.5
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.4338400000001,AR,8.5
SS Connell,8.16,8.0,57.14285714285714,252.28884000000002,11.0,5.364238410596026,260.44884,BOWL,8.5
SS Weerakkody,36.72,36.0,69.23076923076923,51.70584,2.0,4.838709677419355,88.42584,BOWL,8.5
SW Bates,963.9,945.0,112.76849642004774,207.71484,9.0,6.568047337278106,1171.61484,AR,8.5
Sadaf Shamas,5.1,5.0,45.45454545454545,0.0,0.0,8.571428571428571,5.1,BAT,8.5
Sadia Iqbal,4.08,4.0,36.36363636363637,430.58484,19.0,6.253776435045317,434.66483999999997,BOWL,8.5
Sadia Yousuf,4.08,4.0,26.666666666666668,118.56684000000001,5.0,7.128712871287129,122.64684000000001,BOWL,8.5
Saira Jabeen,12.24,12.0,70.58823529411765,0.0,0.0,0.0,12.24,BAT,8.5
Salma Khatun,157.08,154.0,91.66666666666666,542.01984,24.0,5.343065693430657,699.0998400000001,AR,8.5
Sana Mir,137.7,135.0,76.70454545454545,252.28884000000002,11.0,6.0,389.98884,BOWL,8.5
Sania Khan,10.2,10.0,90.9090909090909,163.14084,7.0,6.089552238805971,173.34084,BOWL,8.5
Sanjida Akter Meghla,0.0,0.0,0.0,111.435,5.0,7.582417582417583,111.435,BOWL,8.5
Sanjida Islam,59.160000000000004,58.0,53.70370370370371,0.0,0.0,0.0,59.160000000000004,BAT,8.5
Shafali Verma,551.82,541.0,126.10722610722613,118.56684000000001,5.0,6.152542372881356,670.3868400000001,BAT,8.5
Shaila Sharmin,6.12,6.0,66.66666666666666,0.0,0.0,12.0,6.12,BAT,8.5
Shamima Sultana,81.6,80.0,78.43137254901961,0.0,0.0,0.0,81.6,BAT,8.5
Sharmin Akhter,189.72,186.0,67.3913043478261,0.0,0.0,0.0,189.72,BAT,8.5
Shohely Akhter,3.06,3.0,50.0,7.13184,0.0,6.0,10.191840000000001,BOWL,8.5
Shorna Akter,146.88,144.0,96.0,51.70584,2.0,7.478260869565218,198.58584,BAT,8.5
Sidra Ameen,168.3,165.0,78.94736842105263,0.0,0.0,0.0,168.3,BAT,8.5
Sidra Nawaz,33.660000000000004,33.0,61.11111111111112,0.0,0.0,0.0,33.660000000000004,BAT,8.5
Soniya Dabir,27.54,27.0,100.0,140.85384000000002,6.0,3.878787878787879,168.39384,BOWL,8.5
Sultana Khatun,0.0,0.0,0.0,0.0,0.0,7.5,0.0,BAT,8.5
Sumaiya Siddiqi,0.0,0.0,0.0,0.0,0.0,9.6,0.0,BAT,8.5
Syeda Aroob Shah,15.3,15.0,62.5,51.70584,2.0,6.454545454545454,67.00584,BOWL,8.5
T Bhatia,49.980000000000004,49.0,72.05882352941177,0.0,0.0,0.0,49.980000000000004,BAT,8.5
T Brits,609.96,598.0,108.92531876138432,0.0,0.0,0.0,609.96,BAT,8.5
T Chetty,103.02,101.0,82.11382113821138,0.0,0.0,0.0,103.02,BAT,8.5
T Holder,1.02,1.0,50.0,0.0,0.0,0.0,1.02,BAT,8.5
TD Smartt,3.06,3.0,50.0,163.14084,7.0,5.387755102040817,166.20084,BOWL,8.5
TJ Vlaeminck,0.0,0.0,0.0,7.13184,0.0,3.230769230769231,7.13184,BOWL,8.5
TM McGrath,136.68,134.0,124.07407407407408,73.99284,3.0,6.113207547169811,210.67284,BAT,8.5
TS Sekhukhune,3.06,3.0,30.0,51.70584,2.0,6.260869565217391,54.765840000000004,BOWL,8.5
TT Beaumont,219.3,215.0,91.88034188034187,0.0,0.0,0.0,219.3,BAT,8.5
Taj Nehar,9.18,9.0,28.125,0.0,0.0,0.0,9.18,BAT,8.5
Tasmia Rubab,7.140000000000001,7.0,63.63636363636363,44.574000000000005,2.0,9.79591836734694,51.714000000000006,BOWL,8.5
Tuba Hassan,68.34,67.0,93.05555555555556,140.85384000000002,6.0,6.574850299401198,209.19384000000002,BOWL,8.5
U Thimashini,22.44,22.0,84.61538461538461,0.0,0.0,10.5,22.44,BAT,8.5
Umaima Sohail,85.68,84.0,76.36363636363637,96.27984,4.0,4.891304347826087,181.95983999999999,BOWL,8.5
V Krishnamurthy,161.16,158.0,106.75675675675676,7.13184,0.0,4.0,168.29184,BAT,8.5
VR Vanitha,40.8,40.0,117.64705882352942,0.0,0.0,0.0,40.8,BAT,8.5
W Liengprasert,11.22,11.0,42.30769230769231,0.0,0.0,17.0,11.22,BAT,8.5
WGAKK Kulasuriya,1.02,1.0,100.0,73.99284,3.0,6.821052631578947,75.01284,BOWL,8.5
WK Dilhari,154.02,151.0,98.69281045751634,185.42784,8.0,6.570422535211267,339.44784000000004,AR,8.5
Y Fourie,4.08,4.0,57.14285714285714,7.13184,0.0,4.2,11.21184,BOWL,8.5
Y van der Westhuizen,6.12,6.0,100.0,0.0,0.0,0.0,6.12,BAT,8.5
YH Bhatia,63.24,62.0,95.3846153846154,0.0,0.0,0.0,63.24,BAT,8.5
Z James,31.62,31.0,129.16666666666669,29.41884,1.0,6.130434782608695,61.03884,BAT,8.5
Z Mali,2.04,2.0,66.66666666666666,7.13184,0.0,7.0,9.17184,BOWL,8.5
